Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18327906064,16183541333,9418820611,8589964511,9053822834,9678536466,10246221416,10586506596,11359321576,11734179188,12426495761,13619439354,15417205348,17575614097,19421053577,22120580024,25040496587,28471044620,30435546699,26144134614,26719305576,27975112937,29989321069,30978968665,32094211537,33121226305,33187468758,35676528915,37531708419,40384118258,37476461744,39650096525,44646008687,
American Samoa,ASM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077644012,1101099781,1113855748,1172665981,1250961454,1196424696,1275442083,1345229280,1408873761,1461109416,1551748335,1481174766,1496392978,1587321951,1678863262,1787550037,2014714551,2202392931,2202077094,1938649278,1786647644,1751654138,1776865145,1785499502,1824984976,1851358843,1927260215,1974735059,2112042062,2177524768,1766399399,1911097865,2092965499,
Australia,AUS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27278E+11,5.25264E+11,5.27511E+11,5.48849E+11,5.70692E+11,5.92853E+11,6.1576E+11,6.39856E+11,6.69694E+11,7.03364E+11,7.30947E+11,7.45749E+11,7.75427E+11,7.99393E+11,8.33162E+11,8.59441E+11,8.83121E+11,9.16445E+11,9.49311E+11,9.67277E+11,9.88814E+11,1.01263E+12,1.05231E+12,1.07974E+12,1.10789E+12,1.13229E+12,1.16375E+12,1.19074E+12,1.22534E+12,1.25207E+12,1.24788E+12,1.27423E+12,1.32863E+12,
Austria,AUT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87878E+11,2.97785E+11,3.04019E+11,3.05621E+11,3.12962E+11,3.21312E+11,3.28862E+11,3.35747E+11,3.47771E+11,3.60139E+11,3.72296E+11,3.77014E+11,3.83241E+11,3.86849E+11,3.97429E+11,4.06348E+11,4.20383E+11,4.36053E+11,4.42421E+11,4.25766E+11,4.33588E+11,4.4626E+11,4.49297E+11,4.49412E+11,4.52383E+11,4.56973E+11,4.66064E+11,4.7659E+11,4.8815E+11,4.9523E+11,4.62382E+11,4.81977E+11,5.05143E+11,
Azerbaijan,AZE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54652854606,54270284527,42005200047,32301999374,25938505097,22877761727,23175172493,24519332532,26971265690,28967139702,32182491961,35368558621,38706967255,42658290361,46605804002,59637503648,80212442407,1.00266E+11,1.11053E+11,1.21377E+11,1.27505E+11,1.27633E+11,1.30396E+11,1.37972E+11,1.41767E+11,1.43318E+11,1.38875E+11,1.39153E+11,1.4124E+11,1.44771E+11,1.38546E+11,1.46327E+11,1.53083E+11,
Burundi,BDI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444307234,6766318727,6834658435,6408175749,6162742618,5674653402,5220681130,5137672301,5381711735,5327356446,5281708244,5390289977,5629970267,5561074747,5829878069,5882346971,6200805892,6414854522,6726726554,6983199509,7341029825,7637064192,7976662009,8369447994,8724367008,8384116688,8333811912,8375481077,8510320913,8664576039,8692922796,8962403403,9128118192,
Belgium,BEL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53911E+11,3.60398E+11,3.65915E+11,3.62395E+11,3.7409E+11,3.83011E+11,3.88072E+11,4.02794E+11,4.10696E+11,4.25246E+11,4.41051E+11,4.45901E+11,4.53512E+11,4.58219E+11,4.74583E+11,4.85602E+11,4.97996E+11,5.16307E+11,5.18615E+11,5.08135E+11,5.22689E+11,5.31546E+11,5.35475E+11,5.37935E+11,5.46426E+11,5.57581E+11,5.64644E+11,5.73789E+11,5.84077E+11,5.97165E+11,5.65749E+11,6.04509E+11,6.22704E+11,
Benin,BEN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10829251305,11286873744,11620706831,12298911279,12547398538,13305913705,13881299206,14677348458,15258720012,16073756816,17015311553,17922761209,18754920545,19400760633,20260153130,20607242894,21419938733,22702211090,23813842356,24366154930,24881271217,25618690619,26851263035,28782253819,30612137154,31156467196,32196991451,34023063768,36301674638,38794033860,40287135687,43169862200,45869379413,
Burkina Faso,BFA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8965578967,9778755586,9801511802,10140779856,10274131848,10861439636,12057799392,12819470652,13756281626,14773591365,15052586781,16048075420,16746642338,18053298083,18861806397,20495592156,21777215287,22672559147,23987565705,24698065613,26784133779,28557929809,30400679458,32161664609,33553250183,34868949891,36946433804,39238401912,41829929268,44124909692,44972986349,48093149412,48949444178,
Bangladesh,BGD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85405E+11,1.91867E+11,2.02309E+11,2.11841E+11,2.20082E+11,2.31353E+11,2.41817E+11,2.52675E+11,2.65756E+11,2.78167E+11,2.92891E+11,3.07762E+11,3.19559E+11,3.34705E+11,3.52241E+11,3.75264E+11,4.00301E+11,4.28557E+11,4.54329E+11,4.77251E+11,5.03842E+11,5.36412E+11,5.71394E+11,6.05756E+11,6.42471E+11,6.8457E+11,7.33266E+11,7.8159E+11,8.38798E+11,9.04912E+11,9.36113E+11,1.00107E+12,1.07214E+12,
Bulgaria,BGR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0905E+11,99840718121,92579913751,91209532116,92867731747,95525623941,1.00498E+11,86312417329,89582899574,82061436399,85825780650,89107504427,94339834364,99280557012,1.05744E+11,1.13206E+11,1.20907E+11,1.28952E+11,1.36857E+11,1.32276E+11,1.34333E+11,1.37141E+11,1.38168E+11,1.37418E+11,1.38723E+11,1.43436E+11,1.47777E+11,1.51835E+11,1.55927E+11,1.62219E+11,1.55785E+11,1.67721E+11,1.74306E+11,
Bahrain,BHR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19143294360,21293086083,22717593194,25641348953,25577245200,26582428774,27674968222,28530954930,29897588467,31183184460,32835915082,33653840688,34780756595,36970706753,39551617223,42228865351,44959806125,48688754662,51729372637,53043239697,55342292397,56440015074,58544160034,61715403402,64400264666,66000855035,68349250017,71282082008,72786939763,74364207032,70910259290,72803356662,76342224646,
"Bahamas, The",BHS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9788053128,9378737788,9019946456,9047710446,9332615245,9741267325,10152692709,10283434334,10768483216,11537794847,12016430956,12331983613,12665558375,12505349615,12615693536,13044133112,13372400750,13565779026,13250558063,12697290544,12892658991,12971713003,13372069055,12989292846,13229219008,13361012550,13259071572,13593751984,13990459390,13886417676,10621984523,12426074472,14211478928,
Bosnia and Herzegovina,BIH,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6509287158,7863218727,14858154593,19967810670,23082788472,25298736100,28528238530,29219567092,30688564526,31875333910,33891533622,35212347011,37118744735,39292836511,41431872139,40187069800,40534956910,40923894380,40587566890,41541316535,42020641469,43833727354,45254928663,46723044238,48511368385,49912058151,48407162108,51985251377,54119883774,
Belarus,BLR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90636004771,89548376677,80951731361,74799398240,66047865777,59178887387,60835898973,67771194776,73463969271,75961743669,80367527354,84165138987,88411495395,94638487218,1.05474E+11,1.15389E+11,1.26928E+11,1.37844E+11,1.51904E+11,1.52207E+11,1.64077E+11,1.72902E+11,1.75819E+11,1.77584E+11,1.80649E+11,1.73731E+11,1.69343E+11,1.7363E+11,1.79099E+11,1.81689E+11,1.80466E+11,1.84867E+11,1.76183E+11,
Belize,BLZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148882718,1284206219,1447765556,1536627756,1536320632,1547559713,1564664989,1630922551,1694414719,1854082661,2081033763,2184951502,2302918609,2525500881,2646236638,2704961637,2826994776,2920201476,2875271434,2862312808,2897804139,2889163423,2994953013,3127858360,3253139044,3358068819,3357698276,3296810946,3331612024,3472746923,2995880043,3531017553,3839427624,
Bermuda,BMU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913226389,3774918016,3772662947,3886166044,3909468015,4081451312,4187588451,4380217555,4551046044,4704991867,5143363318,5514839418,5433341640,5618656986,5749081029,5845332495,6169389918,6375764630,6256795679,5904744699,5756956126,5541487978,5247495466,5232817773,5039147650,5078227736,5044853304,5227044137,5204421422,5220360833,4863394899,5009968693,5156616136,
Bolivia,BOL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31491963976,33150496657,33696318982,35134914620,36774754229,38495178949,40174085339,42164393387,44284990311,44474036479,45589361173,46356994438,47509228009,48797364634,50833822900,53081406386,55627726134,58166789314,61743173119,63815891178,66449395976,69907483970,73488337951,78482613796,82768211473,86788418430,90489007911,94285208502,98267460869,1.00446E+11,91668926759,97271156546,1.00778E+11,
Brazil,BRA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56762E+12,1.58381E+12,1.57519E+12,1.65276E+12,1.7495E+12,1.82339E+12,1.86367E+12,1.92694E+12,1.93345E+12,1.9425E+12,2.02773E+12,2.05592E+12,2.11869E+12,2.14286E+12,2.26629E+12,2.33886E+12,2.43153E+12,2.57912E+12,2.7105E+12,2.70709E+12,2.91089E+12,3.02658E+12,3.08473E+12,3.17742E+12,3.19343E+12,3.0802E+12,2.97929E+12,3.01871E+12,3.07255E+12,3.11006E+12,3.00815E+12,3.15822E+12,3.24983E+12,
Barbados,BRB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646526243,3504315117,3304831251,3331040810,3398020794,3466456865,3604299731,3775147227,3915902266,3929007046,4103737439,4006664998,4038213542,4126064101,4184307565,4349816077,4612785320,4708692891,4739416319,4500763723,4398497906,4365590349,4352242888,4295698191,4295649655,4399856920,4511393155,4532263730,4492755246,4504598084,3930802886,3900030922,4342050282,
Brunei Darussalam,BRN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18428919885,19008682898,19913226441,19973876727,20602134526,21524843837,22144397237,21818615160,21696756263,22358975359,22996076890,23627098557,24541962724,25254650394,25382014206,25480371341,26600926645,26642046839,26125267157,25664277533,26331283315,27317473701,27566838985,26980760126,26303987537,26200774965,25551541320,25891019750,25904544646,26906819939,27211828479,26778952888,26342902751,
Bhutan,BTN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616988294,1610392992,1684485425,1717945481,1803009614,1930556629,2037995443,2147514027,2274518669,2456115603,2538519958,2750459834,3052798131,3291627759,3489413187,3743695427,4005744302,4741233167,4968786785,5304097101,5937719024,6411704395,6739881127,6882764763,7280347372,7763924942,8394901726,8785418676,9093072778,9616392620,8633751406,9015481277,,
Botswana,BWA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12294283198,13211278032,13596660285,13857186851,14359913971,15369474835,16265484481,17619730971,17697903301,19408802212,19794590165,19844190252,21048639506,22022327416,22618212331,23648844120,25626802958,27111249813,27992927437,24033542104,26466267494,28276171070,28227846878,31361934973,33147927353,31539810139,33812072030,35203223635,36677567575,37789705723,34491135830,38585357240,40818645770,
Central African Republic,CAF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3372788349,3354152243,3138678880,3149202107,3303511417,3541365744,3399707822,3579890161,3748150096,3883082559,3786415842,3955469428,4098520648,3877303602,4109743464,4147068586,4344928772,4545122879,4638485655,5036804499,5270049770,5491108086,5768615578,3669302318,3672277041,3831548140,4013558817,4195263791,4354240946,4489222415,4529625417,4574148011,4597115265,
Canada,CAN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5658E+11,9.36577E+11,9.44917E+11,9.7003E+11,1.01362E+12,1.04081E+12,1.05839E+12,1.10369E+12,1.14666E+12,1.20561E+12,1.26756E+12,1.29133E+12,1.33006E+12,1.35408E+12,1.39596E+12,1.44077E+12,1.47878E+12,1.50909E+12,1.52411E+12,1.47968E+12,1.52542E+12,1.57327E+12,1.6009E+12,1.63813E+12,1.6852E+12,1.69615E+12,1.71377E+12,1.76576E+12,1.8142E+12,1.84882E+12,1.75567E+12,1.84849E+12,1.9191E+12,
Central Europe and the Baltics,CEB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5484E+12,1.3957E+12,1.36279E+12,1.38347E+12,1.43956E+12,1.52134E+12,1.59035E+12,1.61843E+12,1.65975E+12,1.68848E+12,1.75499E+12,1.80977E+12,1.87641E+12,1.95182E+12,2.06905E+12,2.17198E+12,2.31539E+12,2.4637E+12,2.56686E+12,2.4799E+12,2.51005E+12,2.60005E+12,2.62311E+12,2.6403E+12,2.72603E+12,2.83485E+12,2.91321E+12,3.0649E+12,3.21804E+12,3.34488E+12,3.23121E+12,3.44063E+12,3.58583E+12,
Switzerland,CHE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77627E+11,3.74169E+11,3.74005E+11,3.73534E+11,3.78277E+11,3.80096E+11,3.81887E+11,3.90523E+11,4.02356E+11,4.09046E+11,4.25239E+11,4.31939E+11,4.31623E+11,4.31483E+11,4.4314E+11,4.55325E+11,4.73874E+11,4.92432E+11,5.0626E+11,4.94629E+11,5.10672E+11,5.19931E+11,5.26062E+11,5.3549E+11,5.48073E+11,5.57087E+11,5.68612E+11,5.76361E+11,5.92847E+11,5.99617E+11,5.86775E+11,6.18413E+11,6.34296E+11,
Channel Islands,CHI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2945E+11,1.39553E+11,1.55136E+11,1.65358E+11,1.73676E+11,1.89191E+11,2.02061E+11,2.16997E+11,2.2607E+11,2.25451E+11,2.3666E+11,2.44124E+11,2.51943E+11,2.63843E+11,2.81452E+11,2.97881E+11,3.15902E+11,3.32229E+11,3.44818E+11,3.40963E+11,3.60915E+11,3.83378E+11,4.06976E+11,4.20441E+11,4.27978E+11,4.37188E+11,4.44852E+11,4.50892E+11,4.68883E+11,4.72367E+11,4.43339E+11,4.95375E+11,5.07465E+11,
China,CHN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61639E+12,1.76611E+12,2.01733E+12,2.29741E+12,2.59692E+12,2.88138E+12,3.16729E+12,3.45985E+12,3.7313E+12,4.01718E+12,4.35825E+12,4.72154E+12,5.15279E+12,5.67002E+12,6.24347E+12,6.95489E+12,7.83961E+12,8.95526E+12,9.8195E+12,1.07424E+13,1.1885E+13,1.30201E+13,1.40439E+13,1.51346E+13,1.62585E+13,1.74033E+13,1.85952E+13,1.9887E+13,2.12294E+13,2.24926E+13,2.29961E+13,2.4939E+13,2.56844E+13,
Cote d'Ivoire,CIV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51828438271,51849649149,51722845330,51623286560,52042058109,55750442321,60059576546,65854629020,68662608462,69463804962,69279177489,67786895352,65935956228,62819910905,64820749080,65466406241,67309664360,68051033040,71305686646,73875059831,78934060421,74694948352,80387010984,89036824696,97381355855,1.04388E+11,1.11875E+11,1.20166E+11,1.25986E+11,1.34198E+11,1.3653E+11,1.46087E+11,1.55935E+11,
Cameroon,CMR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39814637091,38298257073,37111009874,34167339864,34808595651,35815956888,37325625312,39015473485,40859163281,42702444439,44338980518,46256313846,48327221429,50962579087,54554861376,55770491099,57895114401,60400577009,62120590886,63722837330,65570178137,67785932997,70921695834,74464609831,78723850095,83185093670,86958198354,90037541682,93598989464,96851610490,97103359705,1.00346E+11,1.03941E+11,
"Congo, Dem. Rep.",COD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62984305225,57680364446,51623921239,44670669198,42928514527,43229013626,42786706185,40383356961,39727469035,38031050159,35402751925,34659232879,35680905679,37671123196,40209544342,42676460667,44947266418,47760730565,50734263152,52182758840,55891897115,59734281096,63967589234,69393292414,75965037127,81218906047,83167671594,86267287183,91289010440,95291603462,96945315643,1.02956E+11,1.12144E+11,
"Congo, Rep.",COG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12118133579,12408407406,12732508562,12607770314,11915215941,12390075946,12921669870,12840933706,13320870380,12976898950,13960026271,14490870495,15154823352,15278072086,15809234371,17035360485,18395844979,17179144748,18262526202,20387789130,22412554584,22906957465,25185547604,25006117086,26668039984,26778763836,24452963007,23084875059,22552926173,22806528658,21377066073,21594058464,21912647905,
Colombia,COL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74991E+11,2.80496E+11,2.91841E+11,3.07558E+11,3.25442E+11,3.42373E+11,3.49411E+11,3.61397E+11,3.63456E+11,3.48177E+11,3.5836E+11,3.64373E+11,3.73497E+11,3.88132E+11,4.08831E+11,4.28572E+11,4.57359E+11,4.88177E+11,5.04206E+11,5.09952E+11,5.32872E+11,5.69896E+11,5.92194E+11,6.22597E+11,6.50608E+11,6.69839E+11,6.83821E+11,6.93117E+11,7.10891E+11,7.33546E+11,6.80347E+11,7.55295E+11,8.10104E+11,
Comoros,COM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260036783,1192049771,1293743319,1332634037,1262313831,1307885966,1290992147,1343021115,1360245573,1386422257,1536819661,1572672236,1609235998,1643092258,1674634039,1722152582,1767737194,1781879840,1852524448,1912559962,1984812016,2067052835,2132545541,2227790299,2274722212,2300821255,2377218795,2467927827,2557820893,2602858498,2597768430,2652638380,2715974856,
Cabo Verde,CPV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662055428.4,671351659.8,744781734.4,809639648.3,964949920.5,1102085093,1227133451,1363571377,1534253503,1706437380,1950199721,1993721442,2098409585,2186044611,2408957168,2575475319,2781094842,3203006062,3428466021,3376916061,3438930394,3573898722,3612627221,3635463964,3660791036,3695057011,3853231864,4028604577,4177943522,4468219782,3538594329,3737289324,4376993314,
Costa Rica,CRI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30984201461,31686196567,34601676383,37057423525,38732059011,40340970557,40885759040,43124730983,46210438559,48158121284,50021223234,51767549109,53536382272,55847644187,58318678828,60637818115,65080566365,70427020788,73763976194,73119680362,77039146379,80431302670,84358435350,86462981009,89525594799,92795142008,96696549742,1.00717E+11,1.03352E+11,1.0585E+11,1.01327E+11,1.09368E+11,1.14346E+11,
