Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9803860532,8949561637,5327344967,4973702540,5354227561,5843688839,6299716421,6621177138,7184486827,7526162157,8150774535,9134510732,10501422442,12207893426,13851841424,16271994102,18988258531,22173115976,24157669802,20884445686,21600412736,23085520248,27009096449,28500152360,29231468082,29166842741,31429192104,35676528915,38433992680,42096855654,39575657457,43752224675,52733617566,
American Samoa,ASM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815699546.4,861639311.4,891484654.3,960800878.9,1046837781,1022194142,1109656683,1190555026,1260915740,1326093731,1440264044,1405733490,1442310484,1560148255,1694418471,1860686051,2161853940,2427106078,2473301607,2191384352,2043837770,2045440279,1959557148,1929800275,1944331088,1903339788,1952468862,1974735059,2162816791,2269876124,1865341985,2108816636,2472105468,
Australia,AUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96607E+11,3.08267E+11,3.19048E+11,3.3887E+11,3.59146E+11,3.78799E+11,4.03354E+11,4.26032E+11,4.5362E+11,4.79438E+11,5.05056E+11,5.32865E+11,5.65995E+11,5.94024E+11,6.33139E+11,6.66574E+11,7.12649E+11,7.63412E+11,7.97546E+11,8.74442E+11,8.67492E+11,9.3885E+11,9.74506E+11,1.06241E+12,1.10135E+12,1.10249E+12,1.14397E+12,1.19074E+12,1.25444E+12,1.33633E+12,1.3867E+12,1.4745E+12,1.70046E+12,
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49405E+11,1.59773E+11,1.66835E+11,1.7169E+11,1.79568E+11,1.88225E+11,1.9541E+11,2.02564E+11,2.1278E+11,2.2064E+11,2.35378E+11,2.38949E+11,2.51985E+11,2.61071E+11,2.76006E+11,2.88087E+11,3.11413E+11,3.27171E+11,3.43813E+11,3.41383E+11,3.51281E+11,3.73031E+11,3.91635E+11,4.0637E+11,4.1706E+11,4.30976E+11,4.60283E+11,4.7659E+11,5.03361E+11,5.37898E+11,5.22625E+11,5.67987E+11,6.41752E+11,
Azerbaijan,AZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37694530104,38696484279,30633636930,24115654422,19778392232,17810336856,18372211992,19772991831,21995097662,23955634496,27217678656,30586137071,33994826285,38204531284,42860372197,56564627673,78426917948,1.00683E+11,1.13654E+11,1.25016E+11,1.32906E+11,1.35804E+11,1.4834E+11,1.61865E+11,1.66329E+11,1.44146E+11,1.4023E+11,1.39153E+11,1.44636E+11,1.50911E+11,1.46306E+11,1.61466E+11,1.80813E+11,
Burundi,BDI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341667975,3627299689,3747433157,3596877422,3532983822,3321387280,3111624749,3114954588,3299640118,3312343716,3358361145,3504620319,3717503266,3744481926,4030853197,4194668945,4558197311,4842982766,5175835828,5407616903,5753030236,6109378664,6386185331,7069149934,7649427871,8550074538,8358351140,8375481077,8714914014,9032050780,9179845665,9889637648,10781673614,
Belgium,BEL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86144E+11,1.95966E+11,2.035E+11,2.0632E+11,2.17526E+11,2.27383E+11,2.30929E+11,2.4158E+11,2.48635E+11,2.60169E+11,2.84863E+11,2.96218E+11,3.129E+11,3.20981E+11,3.34143E+11,3.47658E+11,3.7191E+11,3.91021E+11,4.05729E+11,4.0755E+11,4.34006E+11,4.51933E+11,4.69721E+11,4.87344E+11,5.03619E+11,5.20878E+11,5.50678E+11,5.73789E+11,6.0027E+11,6.50524E+11,6.43354E+11,7.19585E+11,7.97596E+11,
Benin,BEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6263872719,6749352134,7107339440,7700436168,8023775040,8687249860,9228850211,9926367674,10435702280,11148038683,12068417544,12998438893,13813951246,14571665605,15625634674,16391714299,17563887279,19118406974,20439187423,21047276240,21750521094,22860459983,24308499989,26709146743,29146860809,30530995255,32668486802,34023063768,37174388167,40439333928,42543767679,47636139019,54178601472,
Burkina Faso,BFA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192367142,5854833811,6002195549,6357151656,6578285936,7100150653,8026534869,8680713155,9419919591,10259110712,10689665669,11653376976,12350171718,13576554042,14565345349,16323283255,17879168699,19117304116,20614029336,21360646877,23443220213,25515102555,26835475975,28735314121,29760893894,31032905190,35340335155,39238401912,42835545277,45996298400,47492090228,53068780730,57816618893,
Bangladesh,BGD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04999E+11,1.12333E+11,1.21146E+11,1.29861E+11,1.37794E+11,1.47888E+11,1.57407E+11,1.67311E+11,1.77953E+11,1.88889E+11,2.03393E+11,2.18535E+11,2.30448E+11,2.46134E+11,2.65984E+11,2.92254E+11,3.21373E+11,3.53355E+11,3.8179E+11,4.03622E+11,4.31232E+11,4.68648E+11,5.31393E+11,5.7526E+11,6.23422E+11,6.65525E+11,7.28388E+11,7.8159E+11,8.58963E+11,9.4329E+11,9.88548E+11,1.10464E+12,1.26636E+12,
Bulgaria,BGR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65784123288,62265201982,59052810174,59557734507,61935432504,65043930674,57255587977,47789046532,51007389094,47685594922,52475212634,55752138958,62206511408,65448461706,71008354286,78821727222,86713133398,96748334401,1.07495E+11,1.05567E+11,1.10608E+11,1.15717E+11,1.19285E+11,1.2096E+11,1.2726E+11,1.31974E+11,1.43024E+11,1.51835E+11,1.61617E+11,1.78072E+11,1.78455E+11,2.02251E+11,2.29316E+11,
Bahrain,BHR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13313767890,15309705679,16706160236,19303201194,19666117521,20867579696,22123020634,23200581591,24585528467,26004071347,28002664527,29346798120,30802185155,33387815395,36677438753,40388126702,44326828396,49300579353,53384007744,55090758632,58169329412,60555691597,65875368138,67716644747,68275971746,62523275420,63831285346,71282082008,74536780443,77518079488,74882206091,80335461876,90171591975,
"Bahamas, The",BHS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5555809196,5503504505,5413585301,5558964007,5856456546,6241077622,6623769874,6824760947,7227109323,7852544355,8363584125,8776588358,9154477116,9217067947,9548003849,10181838871,10760149673,11210753291,11160273387,10762829721,11059770341,11358785001,11738126207,11535530729,12162440274,12466874448,12715662049,13593751984,14326798231,14475356791,11216961299,13711653938,16785883372,
Bosnia and Herzegovina,BIH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548786318,4376826531,8421776704,11513160800,13459013108,14958955355,17250700962,18001415822,19914428802,20549360446,22395046392,24398017490,27916819191,30848707745,33896798435,33729402374,34633813863,36525547925,37145682499,39027231661,39811651044,41678631830,44799426324,46723044238,50326064715,54962714928,54010547105,60118468608,67743015918,
Belarus,BLR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53250955614,54391157056,50290136487,47569536579,42900860193,39245201752,41082756162,46555399163,51034060747,53512859537,57899283414,62001283964,66144476967,72200530494,82627376547,93228959077,1.05716E+11,1.1791E+11,1.32429E+11,1.33545E+11,1.45689E+11,1.56715E+11,1.71038E+11,1.79366E+11,1.79597E+11,1.71205E+11,1.68422E+11,1.7363E+11,1.83404E+11,1.89394E+11,1.90575E+11,2.03993E+11,2.08099E+11,
Belize,BLZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814481365,941204840.7,1085259800,1179175082,1204114754,1238357358,1274969542,1351876609,1420313632,1576054130,1809049756,1942178057,2078941376,2324871356,2501408286,2637099761,2841112208,3014097690,3024641904,3030309288,3104753266,3159811003,3066134347,3198253489,3238326051,3329036890,3338503209,3296810946,3411705929,3620030156,3163690404,3896330321,4534938596,
Bermuda,BMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068741981,2063112005,2108867924,2223805865,2284912523,2435449296,2544534463,2707480241,2844734029,2982406331,3334145032,3655493462,3657603009,3857001614,4052473976,4249526753,4623506775,4907300838,4908095299,4661620198,4599566293,4519405327,4370872662,4484628780,4479895050,4688793779,4929475867,5227044137,5329538762,5441762404,5135811697,5528291104,6090735348,
Bolivia,BOL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16283841548,17721116845,18423392428,19665282457,21022650005,22467594792,23876799317,25491843211,27075267755,27574030464,28905904150,30054823272,31281912250,32764190065,35047766276,37745009268,40776162791,43789629089,47373527752,49277693035,51927900992,55765337778,61452959663,69841188342,75554052859,77543289209,82736157903,94285208502,1.0063E+11,1.04706E+11,96803643569,1.07335E+11,1.19034E+11,
Brazil,BRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97367E+11,1.04174E+12,1.05968E+12,1.13822E+12,1.23057E+12,1.30944E+12,1.36287E+12,1.43344E+12,1.45447E+12,1.48187E+12,1.58194E+12,1.64006E+12,1.71648E+12,1.77033E+12,1.92256E+12,2.04634E+12,2.19306E+12,2.38904E+12,2.5589E+12,2.57206E+12,2.79892E+12,2.97063E+12,2.99853E+12,3.13389E+12,3.18716E+12,3.01475E+12,2.93909E+12,3.01871E+12,3.14642E+12,3.24196E+12,3.17665E+12,3.48497E+12,3.83853E+12,
Barbados,BRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497589584,2481354482,2393431709,2469595636,2573050575,2679912718,2837498367,3023248770,3171265915,3226718806,3446570985,3440856410,3521998853,3669641586,3821340890,4097062782,4478812678,4695492484,4816773782,4603544580,4553011314,4612838560,4347076093,4367569423,4332576282,4443444279,4571591758,4532263730,4600763715,4695643325,4150981744,4303521154,5128611174,
Brunei Darussalam,BRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14450109617,15408743061,16509841818,16952657549,17859283753,19050412633,19957590747,20003072180,20115237017,21021308134,22110111948,23228621564,24504099646,25713344432,26536753669,27474956036,29568272358,30414305194,30396365594,30051400073,31202967177,33044207206,35209872644,33885246844,33344140243,25948980973,23633069099,25891019750,26527305078,28047969447,28736063987,29549455512,31114910383,
Bhutan,BTN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874463560.3,900348490.4,963234698.8,1005653530,1077986799,1178448218,1266808705,1357904133,1454398543,1592649561,1683376860,1865013304,2102282747,2311487258,2516156729,2784167396,3070972936,3733062036,3987262806,4283617798,4852964252,5349237442,5870419222,6001066162,6590204410,7313286406,8147191502,8785418676,9311675576,10024235009,9117359866,9948206863,,
Botswana,BWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7804760164,8670519305,9126801735,9522162455,10078333990,11013072428,11868513891,13078377909,13284256462,14773781267,15408799117,15795432332,17015259520,18153714921,19145427867,20645540702,23062623203,25057915501,26369040488,22784449467,25392277489,27692393435,26256767417,28455534588,32410568729,30936562621,35937958791,35203223635,37559317790,39392411067,36423112359,42577329366,48212929193,
Central African Republic,CAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781544258,1831615145,1753010156,1800579181,1929140675,2111404422,2064059018,2210932526,2340903900,2459352225,2452459053,2619674574,2756721239,2659397660,2894494248,3012372945,3253479786,3495362385,3635577477,3973077427,4207022669,4474567487,4889047037,3284695705,3215650001,3536183568,3861897992,4195263791,4458919449,4679615556,4783346548,5047381192,5429881090,
Canada,CAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60185E+11,5.67048E+11,5.85191E+11,6.15003E+11,6.56367E+11,6.88184E+11,7.12131E+11,7.5539E+11,7.93674E+11,8.46413E+11,9.00997E+11,9.37787E+11,9.71004E+11,1.02368E+12,1.08361E+12,1.17133E+12,1.24159E+12,1.30159E+12,1.3424E+12,1.307E+12,1.36358E+12,1.43081E+12,1.4681E+12,1.55413E+12,1.6214E+12,1.59485E+12,1.67809E+12,1.76576E+12,1.85299E+12,1.8997E+12,1.83881E+12,2.12672E+12,2.38953E+12,
Central Europe and the Baltics,CEB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85413E+11,7.34226E+11,7.36382E+11,7.65465E+11,8.13645E+11,8.77846E+11,9.20763E+11,9.52478E+11,9.93748E+11,1.02479E+12,1.08621E+12,1.1629E+12,1.24927E+12,1.31585E+12,1.43376E+12,1.51774E+12,1.68409E+12,1.87212E+12,2.066E+12,2.06479E+12,2.17431E+12,2.32423E+12,2.40183E+12,2.47482E+12,2.58004E+12,2.69878E+12,2.85864E+12,3.0649E+12,3.28265E+12,3.63215E+12,3.66217E+12,4.04609E+12,4.52306E+12,
Switzerland,CHE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91005E+11,1.95656E+11,2.00027E+11,2.04511E+11,2.1153E+11,2.17004E+11,2.22747E+11,2.32006E+11,2.40728E+11,2.48201E+11,2.63628E+11,2.73454E+11,2.81956E+11,2.84293E+11,2.9689E+11,3.08825E+11,3.46323E+11,3.84575E+11,4.11512E+11,4.10201E+11,4.25928E+11,4.54912E+11,4.75341E+11,4.9876E+11,5.193E+11,5.40551E+11,5.63951E+11,5.76361E+11,6.01868E+11,6.32275E+11,6.30567E+11,7.10319E+11,7.96369E+11,
Channel Islands,CHI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59203058047,66075689489,76266176428,84364770596,91998301435,1.04524E+11,1.16332E+11,1.27085E+11,1.33888E+11,1.35404E+11,1.45356E+11,1.53318E+11,1.60695E+11,1.71606E+11,1.87974E+11,2.05184E+11,2.5607E+11,2.78374E+11,2.75755E+11,2.71328E+11,3.07856E+11,3.49148E+11,3.74317E+11,3.9267E+11,4.02902E+11,4.055E+11,4.24832E+11,4.50892E+11,4.78094E+11,4.92242E+11,4.9148E+11,5.68192E+11,6.16274E+11,
China,CHN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11409E+12,1.25845E+12,1.47022E+12,1.71403E+12,1.97886E+12,2.24166E+12,2.50921E+12,2.78825E+12,3.04086E+12,3.31997E+12,3.68344E+12,4.08039E+12,4.52248E+12,5.07466E+12,5.73789E+12,6.59214E+12,7.66E+12,8.98656E+12,1.00428E+13,1.10571E+13,1.23802E+13,1.38444E+13,1.51245E+13,1.61851E+13,1.71213E+13,1.77967E+13,1.87121E+13,1.9887E+13,2.17397E+13,2.34466E+13,2.42842E+13,2.75191E+13,3.03371E+13,
Cote d'Ivoire,CIV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32828468003,33952537964,34641359040,35394216905,36443284890,39858773330,43725798493,48771606525,51423528842,52756702603,53808532302,53835657718,53181796092,51668488439,54745318864,57024434644,60439079766,62756146528,67018749391,69878688710,75561321722,72988975599,76678492639,85419539322,97828400551,1.0807E+11,1.13651E+11,1.20166E+11,1.29015E+11,1.3989E+11,1.44178E+11,1.61201E+11,1.84183E+11,
Cameroon,CMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23023129077,22895204384,22691038875,21386362253,22253004112,23377133851,24808566400,26378902880,27936380681,29608124921,31439325483,33537786364,35585380268,38266516765,42063508485,44349226458,47459310897,50851260984,53302407409,55027666869,57303422197,60470659956,63568300988,69098828118,75134546783,79112640283,84392895096,90037541682,95849164013,1.00959E+11,1.02542E+11,1.10727E+11,1.22769E+11,
"Congo, Dem. Rep.",COD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30520924085,28895968775,26451258850,23431061208,22998089278,23644698459,23831269616,22880526501,22762256755,22097352047,21036248251,21058433801,22017063915,23703902476,25980346437,28438960869,30876391894,33695767229,36480127904,37762155755,40932360958,44655249524,46214046397,53767800424,62684684447,69035657197,75926663566,86267287183,93483651739,99333031125,1.02376E+11,1.13608E+11,1.32459E+11,
"Congo, Rep.",COG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8180638704,8659871532,9088568283,9212848507,8892706399,9441012304,10026355706,10135527149,10632690290,10504103233,11555896476,12265570087,13027484159,13392633333,14230257724,15814767038,17604720849,16884650233,18293718364,20553510906,22866276258,23856263886,28575641891,28055516787,28105632895,23562877847,20459410414,23084875059,23095111733,23773780047,22574474883,23828141174,25882116420,
Colombia,COL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65735E+11,1.74769E+11,1.85982E+11,2.00644E+11,2.16844E+11,2.32909E+11,2.4205E+11,2.5467E+11,2.59004E+11,2.51612E+11,2.64838E+11,2.75349E+11,2.86642E+11,3.03752E+11,3.2854E+11,3.55205E+11,3.9076E+11,4.28362E+11,4.50912E+11,4.58974E+11,4.85367E+11,5.29875E+11,5.53768E+11,5.91784E+11,6.25019E+11,6.304E+11,6.65398E+11,6.93117E+11,7.47103E+11,8.07591E+11,7.85164E+11,9.05997E+11,1.08684E+12,
Comoros,COM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652487293.1,638156433,708381116.6,746971274.3,722664523,764454836.5,768396583.7,813148632.5,832847028.3,860837025.3,975837880.4,1021101328,1061125551,1104833238,1156269847,1226367000,1297670583,1343402963,1423450740,1479000438,1553319607,1651292301,1817991276,1954973713,2063131654,2106508753,2278472094,2467927827,2619312406,2713248752,2743279081,2927075608,3207972752,
Cabo Verde,CPV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392082645.9,411033542.8,466382565.3,519014153.6,631783971.2,736701434.6,835310718.1,944190020.4,1074334388,1211742126,1416212063,1480435651,1582456312,1681079440,1902228999,2097493653,2334839294,2761722782,3012817175,2986537296,3077933721,3265194483,3229030528,3250332596,3270670232,3447009577,3735546946,4028604577,4278383732,4657722177,3736804130,4123942601,5169884124,
Costa Rica,CRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15671512277,16568555219,18505369446,20288502129,21658169269,23030854952,23769259602,25503234175,27635655744,29206311774,31023503204,32829932496,34480838465,36679330869,39330432924,42176851749,46663772700,51861965171,55361083079,55229268526,58889066525,62759466863,67139321098,71159735247,77049117297,82852849096,93454860717,1.00717E+11,1.06583E+11,1.16688E+11,1.11258E+11,1.2215E+11,1.3564E+11,
Caribbean small states,CSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37280586287,39400587852,41607190628,44013033169,46241141534,48566566402,51185017002,53721237892,55846856210,58974974876,62542346702,65375554718,68954365246,74836931277,80149411711,85639167076,94714165860,1.00785E+11,1.04217E+11,1.01289E+11,1.03991E+11,1.07319E+11,1.10241E+11,1.12395E+11,1.14876E+11,1.13793E+11,1.12895E+11,1.18475E+11,1.23383E+11,1.26917E+11,1.18224E+11,1.30579E+11,1.59573E+11,
Cuba,CUB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
